0
A genie gives you three wisheswhat are they ?
Are you a fan of musicalswhy or why not ?
Are you able to work from home and if so do you enjoy it ?
Are you active on social media or do you prefer to be more private ?
Are you an organ donor and how did you come to that decision ?
Are you doublejointed ?
Are you good at solving puzzles ?
Are you into afterwork happy hours ?
Are you into podcasts or do you only listen to music ?
Are you looking forward to retiring or do you plan to work as long as possible ?
Are you more of a work to live or a live to work type of person ?
At a party where can someone find you ?
Bonus question If so are you afraid of ghosts ?
Can you say your ABCs backwards ?
Can you write in cursive ?
Did you ever get to meet your greatgrandparents ?
Did you ever hide anything from or lie to your parents ?
Do you and your family have any nicknames for each other ?
Do you believe in any conspiracy theories no judgement ?
Do you believe in astrology ?
Do you believe in ghostswhy or why not ?
Do you believe in having a fiveyear plan ?
Do you believe in life on other planets ?
Do you believe in love at first sight ?
Do you believe in second chances ?
Do you believe in soulmates ?
Do you believe time you enjoy wasting is not wasted time ?
Do you believe what is meant for you will never miss you ?
Do you believe you should do one thing a day that scares you ?
Do you consider yourself good at networking ?
Do you ever wish you were raised differently ?
Do you get along with all your coworkers ?
Do you have a favorite holiday ?
Do you have a favorite type of exercise ?
Do you have a morning routine at work ?
Do you have a professional mentor ?
Do you have a work bestie ?
Do you have any allergies ?
Do you have any friends you would consider family ?
Do you have any pet peeves ?
Do you have any recurring dreams ?
Do you have any special skills ?
Do you hit the snooze button or wake up immediately ?
Do you like going to the movies or prefer watching at home ?
Do you live by any piece of advice or motto ?
Do you live by any words of wisdom ?
Do you sing in the shower ?
Do you sleep with a top sheet ?
Do you stan any celebrities ?
Do you think iced coffee should only be consumed in the summer or all year round ?
Do you think iced coffee should only be consumed in the summer or all year round ?
Do you think our dreams have hidden meanings ?
Do you think youll likely accomplish all your dreams ?
Do you think youll stay in your current gig awhile ?
Do you trust your own memory ?
Do you volunteer at all ?
Do you want a family of your own ?
Do you wash your legs in the shower ?
Do you wish you had a bigger family or are you happy with its current size ?
Do you wish you had more siblings ?
Does your family ever take trips together ?
Does your job make you feel happy and fulfilled ?
Has your family ever pressured you to act a certain way ?
Have you ever been to a family reunion ?
Have you ever experienced true love and how did you know ?
Have you ever had a side hustle or considered having one ?
Have you ever had imposter syndrome ?
Have you ever lost a friend ?
Have you ever mapped out your family tree ?
Have your ever disliked something and then changed your mind ?
How can someone earn your trust ?
How can someone lose your trust ?
How did your parents andor grandparents meet ?
How do you approach taking time off from work ?
How do you deal with arguments between family members ?
How do you deal with work stress ?
How do you define beauty ?
How do you define your family now ?
How do you enjoy spending your alone time ?
How do you feel about family events ?
How do you interact with someone who disagrees with you ?
How do you motivate yourself in your career ?
How do you pick yourself back up after making a mistake at work ?
How do you separate your work life from your home life ?
How do you show kindness to others ?
How do you show your family you love them ?
How do you take your coffee ?
How do you turn a no into a yes ?
How do your daily priorities reflect your overall values in life ?
How has your opinion of your family changed over the years ?
How has your perspective on the world changed over time ?
How many hours do you get to the airport before a flight ?
How much time do you spend with your family ?
How old were you when you had your first celebrity crush and who was it ?
How old were you when you started working ?
How would your 10yearold self react to what you do now ?
Ideally how would you spend your birthday ?
If not do you want one ?
If so what and why ?
If so what happened ?
If so what its like ?
If so why ?
If so with whom ?
If you came back in your next life as an animal what animal would you be ?
If you could change anything about yourself would you ?
If you could change your relationship with a family member would you ?
If you could choose your own work schedule would you ?
If you could do anything besides what youre doing now what would you do ?
If you could do it all over again would you pursue the same career ?
If you could go back to anytime in history where would you go ?
If you could have a super power what would it be ?
If you could have any exotic animal as a pet which would it be ?
If you could live anywhere in the world where would it be ?
If you could live in a movie which one would it be and why ?
If you could magically become famous would you want to ?
If you could only eat one food for the rest of your life what would it be ?
If you could only teach one thing to your future child what would it be ?
If you could relive one moment in your life which would it be ?
If you could snap your fingers and instantly make the world better what would you do ?
If you could time travel when and where would you go ?
If you found out today was your last day on Earth what would you do ?
If you got to name a new country how would you decide what to call it ?
If you had a family business what would it be ?
If you had the opportunity to be immortal would you take it ?
If you had unlimited money to start your own business what would it be ?
If you have children how do you want to raise them ?
If you see a puddle on the ground do you walk around it or over it ?
If youre close with your family whats the hardest part about spending time away from them ?
